county,date,cases,population,deaths,sick_residents,nhtest1,comp2,comp_case,cases_diff,cases_diff2,diff1,comp_case2,current_rate,possible_rate,rate_goal
Lackawanna,2020-04-05,172.0,211454.0,,0.0,172.0,0.0,6.0,166.0,166.0,25.0,6.0,2.8374965713583093,2.8374965713583093,50
Lackawanna,2020-04-06,190.0,211454.0,,0.0,190.0,0.0,0.0,190.0,190.0,24.0,0.0,0.0,0.0,50
Lackawanna,2020-04-07,235.0,211454.0,,0.0,235.0,0.0,15.0,220.0,220.0,30.0,15.0,7.0937414283957745,7.0937414283957745,50
Lackawanna,2020-04-08,266.0,211454.0,,0.0,266.0,0.0,18.0,248.0,248.0,28.0,18.0,8.512489714074928,8.512489714074928,50
Lackawanna,2020-04-09,312.0,211454.0,,0.0,312.0,0.0,28.0,284.0,284.0,36.0,28.0,13.241650666338778,13.241650666338778,50
Lackawanna,2020-04-10,346.0,211454.0,,0.0,346.0,0.0,35.0,311.0,311.0,27.0,35.0,16.552063332923474,16.552063332923474,50
Lackawanna,2020-04-11,392.0,211454.0,,0.0,392.0,0.0,51.0,341.0,341.0,30.0,51.0,24.118720856545632,24.118720856545632,50
Lackawanna,2020-04-12,427.0,211454.0,,0.0,427.0,0.0,56.0,371.0,371.0,30.0,56.0,26.483301332677556,26.483301332677556,50
Lackawanna,2020-04-13,459.0,211454.0,,0.0,459.0,0.0,62.0,397.0,397.0,26.0,62.0,29.320797904035867,29.320797904035867,50
Lackawanna,2020-04-14,501.0,211454.0,,0.0,501.0,0.0,78.0,423.0,423.0,26.0,78.0,36.887455427658026,36.887455427658026,50
Lackawanna,2020-04-15,527.0,211454.0,,0.0,527.0,0.0,85.0,442.0,442.0,19.0,85.0,40.19786809424272,40.19786809424272,50
Lackawanna,2020-04-16,559.0,211454.0,,172.0,387.0,0.0,108.0,451.0,279.0,9.0,108.0,51.07493828444957,51.07493828444957,50
Lackawanna,2020-04-17,592.0,211454.0,,210.0,382.0,0.0,119.0,473.0,263.0,22.0,119.0,56.27701533193981,56.27701533193981,50
Lackawanna,2020-04-18,620.0,211454.0,,220.0,400.0,0.0,146.0,474.0,254.0,1.0,146.0,69.0457499030522,69.0457499030522,50
Lackawanna,2020-04-19,636.0,211454.0,,224.0,412.0,0.0,172.0,464.0,240.0,-10.0,172.0,81.3415683789382,81.3415683789382,50
Lackawanna,2020-04-20,646.0,211454.0,,227.0,419.0,0.0,190.0,456.0,229.0,-8.0,190.0,89.85405809301314,89.85405809301314,50
Lackawanna,2020-04-21,666.0,211454.0,,234.0,432.0,0.0,235.0,431.0,197.0,-25.0,235.0,111.13528237820046,111.13528237820046,50
Lackawanna,2020-04-22,682.0,211454.0,,248.0,434.0,0.0,266.0,416.0,168.0,-15.0,266.0,125.7956813302184,125.7956813302184,50
Lackawanna,2020-04-23,707.0,211454.0,,261.0,446.0,0.0,312.0,395.0,134.0,-21.0,312.0,147.5498217106321,147.5498217106321,50
Lackawanna,2020-04-24,735.0,211454.0,,273.0,462.0,0.0,346.0,389.0,116.0,-6.0,346.0,163.62896894832917,163.62896894832917,50
Lackawanna,2020-04-25,772.0,211454.0,,285.0,487.0,0.0,392.0,380.0,95.0,-9.0,392.0,185.3831093287429,185.3831093287429,50
Lackawanna,2020-04-26,793.0,211454.0,,291.0,502.0,0.0,427.0,366.0,75.0,-14.0,427.0,201.93517266166634,201.93517266166634,50
Lackawanna,2020-04-27,833.0,211454.0,,319.0,514.0,0.0,459.0,374.0,55.0,8.0,459.0,217.0684877089107,217.0684877089107,50
Lackawanna,2020-04-28,854.0,211454.0,,335.0,519.0,0.0,501.0,353.0,18.0,-21.0,501.0,236.93096370841883,236.93096370841883,50
Lackawanna,2020-04-29,873.0,211454.0,,345.0,528.0,0.0,527.0,346.0,1.0,-7.0,527.0,249.22678218430488,249.22678218430488,50
Lackawanna,2020-04-30,913.0,211454.0,,361.0,552.0,172.0,559.0,354.0,-7.0,8.0,387.0,264.36009723154916,183.01852885261098,50
Lackawanna,2020-05-01,934.0,211454.0,,366.0,568.0,210.0,592.0,342.0,-24.0,-12.0,382.0,279.9663283740199,180.65394837647904,50
Lackawanna,2020-05-02,968.0,211454.0,,384.0,584.0,220.0,620.0,348.0,-36.0,6.0,400.0,293.2079790403587,189.16643809055398,50
Lackawanna,2020-05-03,999.0,211454.0,,401.0,598.0,224.0,636.0,363.0,-38.0,15.0,412.0,300.77463656398083,194.8414312332706,50
Lackawanna,2020-05-04,1017.0,211454.0,87.0,407.0,610.0,227.0,646.0,371.0,-36.0,8.0,419.0,305.5037975162447,198.1518438998553,50
Lancaster,2020-04-03,232.0,538347.0,,0.0,232.0,0.0,2.0,230.0,230.0,0.0,2.0,0.37150759640157743,0.37150759640157743,50
Lancaster,2020-04-04,291.0,538347.0,,0.0,291.0,0.0,4.0,287.0,287.0,57.0,4.0,0.7430151928031549,0.7430151928031549,50
Lancaster,2020-04-05,371.0,538347.0,,0.0,371.0,0.0,6.0,365.0,365.0,78.0,6.0,1.1145227892047322,1.1145227892047322,50
Lancaster,2020-04-06,408.0,538347.0,,0.0,408.0,0.0,5.0,403.0,403.0,38.0,5.0,0.9287689910039436,0.9287689910039436,50
Lancaster,2020-04-07,490.0,538347.0,,0.0,490.0,0.0,10.0,480.0,480.0,77.0,10.0,1.8575379820078872,1.8575379820078872,50
Lancaster,2020-04-08,561.0,538347.0,,0.0,561.0,0.0,12.0,549.0,549.0,69.0,12.0,2.2290455784094645,2.2290455784094645,50
Lancaster,2020-04-09,596.0,538347.0,,0.0,596.0,0.0,21.0,575.0,575.0,26.0,21.0,3.900829762216563,3.900829762216563,50
Lancaster,2020-04-10,648.0,538347.0,,0.0,648.0,0.0,33.0,615.0,615.0,40.0,33.0,6.129875340626028,6.129875340626028,50
Lancaster,2020-04-11,698.0,538347.0,,0.0,698.0,0.0,45.0,653.0,653.0,38.0,45.0,8.35892091903549,8.35892091903549,50
Lancaster,2020-04-12,772.0,538347.0,,0.0,772.0,0.0,67.0,705.0,705.0,52.0,67.0,12.445504479452843,12.445504479452843,50
Lancaster,2020-04-13,828.0,538347.0,,0.0,828.0,0.0,97.0,731.0,731.0,26.0,97.0,18.018118425476505,18.018118425476505,50
Lancaster,2020-04-14,865.0,538347.0,,0.0,865.0,0.0,123.0,742.0,742.0,11.0,123.0,22.84771717869701,22.84771717869701,50
Lancaster,2020-04-15,914.0,538347.0,,0.0,914.0,0.0,157.0,757.0,757.0,15.0,157.0,29.163346317523825,29.163346317523825,50
Lancaster,2020-04-16,970.0,538347.0,,210.0,760.0,0.0,203.0,767.0,557.0,10.0,203.0,37.70802103476011,37.70802103476011,50
Lancaster,2020-04-17,1030.0,538347.0,,223.0,807.0,0.0,232.0,798.0,575.0,31.0,232.0,43.09488118258298,43.09488118258298,50
Lancaster,2020-04-18,1113.0,538347.0,,238.0,875.0,0.0,291.0,822.0,584.0,24.0,291.0,54.05435527642952,54.05435527642952,50
Lancaster,2020-04-19,1188.0,538347.0,,260.0,928.0,0.0,371.0,817.0,557.0,-5.0,371.0,68.91465913249262,68.91465913249262,50
Lancaster,2020-04-20,1236.0,538347.0,,269.0,967.0,0.0,408.0,828.0,559.0,11.0,408.0,75.7875496659218,75.7875496659218,50
Lancaster,2020-04-21,1295.0,538347.0,,291.0,1004.0,0.0,490.0,805.0,514.0,-23.0,490.0,91.01936111838647,91.01936111838647,50
Lancaster,2020-04-22,1326.0,538347.0,,305.0,1021.0,0.0,561.0,765.0,460.0,-40.0,561.0,104.20788079064246,104.20788079064246,50
Lancaster,2020-04-23,1359.0,538347.0,,313.0,1046.0,0.0,596.0,763.0,450.0,-2.0,596.0,110.70926372767006,110.70926372767006,50
Lancaster,2020-04-24,1451.0,538347.0,,327.0,1124.0,0.0,648.0,803.0,476.0,40.0,648.0,120.36846123411108,120.36846123411108,50
Lancaster,2020-04-25,1501.0,538347.0,,341.0,1160.0,0.0,698.0,803.0,462.0,0.0,698.0,129.65615114415053,129.65615114415053,50
Lancaster,2020-04-26,1577.0,538347.0,,361.0,1216.0,0.0,772.0,805.0,444.0,2.0,772.0,143.4019322110089,143.4019322110089,50
Lancaster,2020-04-27,1633.0,538347.0,,368.0,1265.0,0.0,828.0,805.0,437.0,0.0,828.0,153.80414491025306,153.80414491025306,50
Lancaster,2020-04-28,1678.0,538347.0,,376.0,1302.0,0.0,865.0,813.0,437.0,8.0,865.0,160.67703544368223,160.67703544368223,50
Lancaster,2020-04-29,1703.0,538347.0,,382.0,1321.0,0.0,914.0,789.0,407.0,-24.0,914.0,169.77897155552088,169.77897155552088,50
Lancaster,2020-04-30,1765.0,538347.0,,392.0,1373.0,210.0,970.0,795.0,403.0,6.0,760.0,180.18118425476504,141.17288663259941,50
Lancaster,2020-05-01,1820.0,538347.0,,406.0,1414.0,223.0,1030.0,790.0,384.0,-5.0,807.0,191.32641214681237,149.90331514803648,50
Lancaster,2020-05-02,1904.0,538347.0,,420.0,1484.0,238.0,1113.0,791.0,371.0,1.0,875.0,206.74397739747783,162.53457342569013,50
Lancaster,2020-05-03,1936.0,538347.0,,428.0,1508.0,260.0,1188.0,748.0,320.0,-43.0,928.0,220.67551226253698,172.37952473033192,50
Lancaster,2020-05-04,1991.0,538347.0,113.0,434.0,1557.0,269.0,1236.0,755.0,321.0,7.0,967.0,229.59169457617483,179.62392286016268,50
Lawrence,2020-04-03,19.0,87382.0,,0.0,19.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,50
Lawrence,2020-04-04,22.0,87382.0,,0.0,22.0,0.0,0.0,22.0,22.0,3.0,0.0,0.0,0.0,50
Lawrence,2020-04-05,23.0,87382.0,,0.0,23.0,0.0,0.0,23.0,23.0,1.0,0.0,0.0,0.0,50
Lawrence,2020-04-06,24.0,87382.0,,0.0,24.0,0.0,0.0,24.0,24.0,1.0,0.0,0.0,0.0,50
Lawrence,2020-04-07,29.0,87382.0,,0.0,29.0,0.0,0.0,29.0,29.0,5.0,0.0,0.0,0.0,50
Lawrence,2020-04-08,32.0,87382.0,,0.0,32.0,0.0,1.0,31.0,31.0,2.0,1.0,1.144400448604976,1.144400448604976,50
Lawrence,2020-04-09,37.0,87382.0,,0.0,37.0,0.0,1.0,36.0,36.0,5.0,1.0,1.144400448604976,1.144400448604976,50
Lawrence,2020-04-10,45.0,87382.0,,0.0,45.0,0.0,4.0,41.0,41.0,5.0,4.0,4.577601794419904,4.577601794419904,50
Lawrence,2020-04-11,46.0,87382.0,,0.0,46.0,0.0,8.0,38.0,38.0,-3.0,8.0,9.155203588839807,9.155203588839807,50
Lawrence,2020-04-12,49.0,87382.0,,0.0,49.0,0.0,8.0,41.0,41.0,3.0,8.0,9.155203588839807,9.155203588839807,50
Lawrence,2020-04-13,51.0,87382.0,,0.0,51.0,0.0,10.0,41.0,41.0,0.0,10.0,11.444004486049758,11.444004486049758,50
Lawrence,2020-04-14,51.0,87382.0,,0.0,51.0,0.0,13.0,38.0,38.0,-3.0,13.0,14.877205831864687,14.877205831864687,50
Lawrence,2020-04-15,55.0,87382.0,,0.0,55.0,0.0,13.0,42.0,42.0,4.0,13.0,14.877205831864687,14.877205831864687,50
Lawrence,2020-04-16,55.0,87382.0,,0.0,55.0,0.0,16.0,39.0,39.0,-3.0,16.0,18.310407177679615,18.310407177679615,50
Lawrence,2020-04-17,59.0,87382.0,,0.0,59.0,0.0,19.0,40.0,40.0,1.0,19.0,21.74360852349454,21.74360852349454,50
Lawrence,2020-04-18,60.0,87382.0,,0.0,60.0,0.0,22.0,38.0,38.0,-2.0,22.0,25.17680986930947,25.17680986930947,50
Lawrence,2020-04-19,59.0,87382.0,,0.0,59.0,0.0,23.0,36.0,36.0,-2.0,23.0,26.321210317914446,26.321210317914446,50
Lawrence,2020-04-20,59.0,87382.0,,0.0,59.0,0.0,24.0,35.0,35.0,-1.0,24.0,27.465610766519422,27.465610766519422,50
Lawrence,2020-04-21,60.0,87382.0,,0.0,60.0,0.0,29.0,31.0,31.0,-4.0,29.0,33.1876130095443,33.1876130095443,50
Lawrence,2020-04-22,61.0,87382.0,,0.0,61.0,0.0,32.0,29.0,29.0,-2.0,32.0,36.62081435535923,36.62081435535923,50
Lawrence,2020-04-23,61.0,87382.0,,0.0,61.0,0.0,37.0,24.0,24.0,-5.0,37.0,42.34281659838411,42.34281659838411,50
Lawrence,2020-04-24,61.0,87382.0,,0.0,61.0,0.0,45.0,16.0,16.0,-8.0,45.0,51.498020187223915,51.498020187223915,50
Lawrence,2020-04-25,61.0,87382.0,,0.0,61.0,0.0,46.0,15.0,15.0,-1.0,46.0,52.64242063582889,52.64242063582889,50
Lawrence,2020-04-26,61.0,87382.0,,0.0,61.0,0.0,49.0,12.0,12.0,-3.0,49.0,56.07562198164382,56.07562198164382,50
Lawrence,2020-04-27,63.0,87382.0,,0.0,63.0,0.0,51.0,12.0,12.0,0.0,51.0,58.36442287885377,58.36442287885377,50
Lawrence,2020-04-28,63.0,87382.0,,0.0,63.0,0.0,51.0,12.0,12.0,0.0,51.0,58.36442287885377,58.36442287885377,50
Lawrence,2020-04-29,64.0,87382.0,,0.0,64.0,0.0,55.0,9.0,9.0,-3.0,55.0,62.942024673273664,62.942024673273664,50
Lawrence,2020-04-30,65.0,87382.0,,0.0,65.0,0.0,55.0,10.0,10.0,1.0,55.0,62.942024673273664,62.942024673273664,50
Lawrence,2020-05-01,65.0,87382.0,,0.0,65.0,0.0,59.0,6.0,6.0,-4.0,59.0,67.51962646769357,67.51962646769357,50
Lawrence,2020-05-02,65.0,87382.0,,0.0,65.0,0.0,60.0,5.0,5.0,-1.0,60.0,68.66402691629855,68.66402691629855,50
Lawrence,2020-05-03,65.0,87382.0,,0.0,65.0,0.0,59.0,6.0,6.0,1.0,59.0,67.51962646769357,67.51962646769357,50
Lawrence,2020-05-04,65.0,87382.0,6.0,0.0,65.0,0.0,59.0,6.0,6.0,0.0,59.0,67.51962646769357,67.51962646769357,50
Lebanon,2020-04-03,54.0,138674.0,,0.0,54.0,0.0,1.0,53.0,53.0,0.0,1.0,0.7211157102268629,0.7211157102268629,50
Lebanon,2020-04-04,87.0,138674.0,,0.0,87.0,0.0,2.0,85.0,85.0,32.0,2.0,1.4422314204537259,1.4422314204537259,50
Lebanon,2020-04-05,106.0,138674.0,,0.0,106.0,0.0,3.0,103.0,103.0,18.0,3.0,2.163347130680589,2.163347130680589,50
Lebanon,2020-04-06,124.0,138674.0,,0.0,124.0,0.0,3.0,121.0,121.0,18.0,3.0,2.163347130680589,2.163347130680589,50
Lebanon,2020-04-07,145.0,138674.0,,0.0,145.0,0.0,3.0,142.0,142.0,21.0,3.0,2.163347130680589,2.163347130680589,50
Lebanon,2020-04-08,169.0,138674.0,,0.0,169.0,0.0,3.0,166.0,166.0,24.0,3.0,2.163347130680589,2.163347130680589,50
Lebanon,2020-04-09,187.0,138674.0,,0.0,187.0,0.0,4.0,183.0,183.0,17.0,4.0,2.8844628409074518,2.8844628409074518,50
Lebanon,2020-04-10,218.0,138674.0,,0.0,218.0,0.0,12.0,206.0,206.0,23.0,12.0,8.653388522722356,8.653388522722356,50
Lebanon,2020-04-11,232.0,138674.0,,0.0,232.0,0.0,15.0,217.0,217.0,11.0,15.0,10.816735653402946,10.816735653402946,50
Lebanon,2020-04-12,270.0,138674.0,,0.0,270.0,0.0,19.0,251.0,251.0,34.0,19.0,13.701198494310397,13.701198494310397,50
Lebanon,2020-04-13,284.0,138674.0,,0.0,284.0,0.0,27.0,257.0,257.0,6.0,27.0,19.4701241761253,19.4701241761253,50
Lebanon,2020-04-14,328.0,138674.0,,0.0,328.0,0.0,28.0,300.0,300.0,43.0,28.0,20.191239886352164,20.191239886352164,50
Lebanon,2020-04-15,349.0,138674.0,,0.0,349.0,0.0,36.0,313.0,313.0,13.0,36.0,25.960165568167067,25.960165568167067,50
Lebanon,2020-04-16,380.0,138674.0,,4.0,376.0,0.0,45.0,335.0,331.0,22.0,45.0,32.45020696020884,32.45020696020884,50
Lebanon,2020-04-17,424.0,138674.0,,8.0,416.0,0.0,54.0,370.0,362.0,35.0,54.0,38.9402483522506,38.9402483522506,50
Lebanon,2020-04-18,458.0,138674.0,,8.0,450.0,0.0,87.0,371.0,363.0,1.0,87.0,62.73706678973708,62.73706678973708,50
Lebanon,2020-04-19,484.0,138674.0,,8.0,476.0,0.0,106.0,378.0,370.0,7.0,106.0,76.43826528404747,76.43826528404747,50
Lebanon,2020-04-20,502.0,138674.0,,8.0,494.0,0.0,124.0,378.0,370.0,0.0,124.0,89.41834806813101,89.41834806813101,50
Lebanon,2020-04-21,525.0,138674.0,,9.0,516.0,0.0,145.0,380.0,371.0,2.0,145.0,104.56177798289514,104.56177798289514,50
Lebanon,2020-04-22,535.0,138674.0,,9.0,526.0,0.0,169.0,366.0,357.0,-14.0,169.0,121.86855502833984,121.86855502833984,50
Lebanon,2020-04-23,544.0,138674.0,,10.0,534.0,0.0,187.0,357.0,347.0,-9.0,187.0,134.8486378124234,134.8486378124234,50
Lebanon,2020-04-24,575.0,138674.0,,11.0,564.0,0.0,218.0,357.0,346.0,0.0,218.0,157.20322482945613,157.20322482945613,50
Lebanon,2020-04-25,592.0,138674.0,,14.0,578.0,0.0,232.0,360.0,346.0,3.0,232.0,167.2988447726322,167.2988447726322,50
Lebanon,2020-04-26,612.0,138674.0,,17.0,595.0,0.0,270.0,342.0,325.0,-18.0,270.0,194.70124176125302,194.70124176125302,50
Lebanon,2020-04-27,621.0,138674.0,,18.0,603.0,0.0,284.0,337.0,319.0,-5.0,284.0,204.7968617044291,204.7968617044291,50
Lebanon,2020-04-28,635.0,138674.0,,21.0,614.0,0.0,328.0,307.0,286.0,-30.0,328.0,236.52595295441105,236.52595295441105,50
Lebanon,2020-04-29,648.0,138674.0,,24.0,624.0,0.0,349.0,299.0,275.0,-8.0,349.0,251.6693828691752,251.6693828691752,50
Lebanon,2020-04-30,676.0,138674.0,,35.0,641.0,4.0,380.0,296.0,261.0,-3.0,376.0,274.02396988620796,271.1395070453005,50
Lebanon,2020-05-01,694.0,138674.0,,38.0,656.0,8.0,424.0,270.0,232.0,-26.0,416.0,305.7530611361899,299.984135454375,50
Lebanon,2020-05-02,710.0,138674.0,,42.0,668.0,8.0,458.0,252.0,210.0,-18.0,450.0,330.27099528390323,324.50206960208834,50
Lebanon,2020-05-03,735.0,138674.0,,50.0,685.0,8.0,484.0,251.0,201.0,-1.0,476.0,349.0200037498017,343.2510780679868,50
Lebanon,2020-05-04,756.0,138674.0,10.0,54.0,702.0,8.0,502.0,254.0,200.0,3.0,494.0,362.0000865338852,356.23116085207033,50
Lehigh,2020-04-03,584.0,362613.0,,0.0,584.0,0.0,2.0,582.0,582.0,0.0,2.0,0.5515522057951591,0.5515522057951591,50
Lehigh,2020-04-04,804.0,362613.0,,0.0,804.0,0.0,13.0,791.0,791.0,209.0,13.0,3.5850893376685335,3.5850893376685335,50
Lehigh,2020-04-05,877.0,362613.0,,0.0,877.0,0.0,19.0,858.0,858.0,67.0,19.0,5.23974595505401,5.23974595505401,50
Lehigh,2020-04-06,1006.0,362613.0,,0.0,1006.0,0.0,25.0,981.0,981.0,123.0,25.0,6.894402572439487,6.894402572439487,50
Lehigh,2020-04-07,1146.0,362613.0,,0.0,1146.0,0.0,27.0,1119.0,1119.0,138.0,27.0,7.445954778234648,7.445954778234648,50
Lehigh,2020-04-08,1319.0,362613.0,,0.0,1319.0,0.0,38.0,1281.0,1281.0,162.0,38.0,10.47949191010802,10.47949191010802,50
Lehigh,2020-04-09,1466.0,362613.0,,0.0,1466.0,0.0,63.0,1403.0,1403.0,122.0,63.0,17.37389448254751,17.37389448254751,50
Lehigh,2020-04-10,1562.0,362613.0,,0.0,1562.0,0.0,93.0,1469.0,1469.0,66.0,93.0,25.6471775694749,25.6471775694749,50
Lehigh,2020-04-11,1620.0,362613.0,,0.0,1620.0,0.0,109.0,1511.0,1511.0,42.0,109.0,30.05959521583617,30.05959521583617,50
Lehigh,2020-04-12,1684.0,362613.0,,0.0,1684.0,0.0,151.0,1533.0,1533.0,22.0,151.0,41.64219153753451,41.64219153753451,50
Lehigh,2020-04-13,1747.0,362613.0,,0.0,1747.0,0.0,231.0,1516.0,1516.0,-17.0,231.0,63.70427976934087,63.70427976934087,50
Lehigh,2020-04-14,1803.0,362613.0,,0.0,1803.0,0.0,272.0,1531.0,1531.0,15.0,272.0,75.01109998814162,75.01109998814162,50
Lehigh,2020-04-15,1922.0,362613.0,,0.0,1922.0,0.0,374.0,1548.0,1548.0,17.0,374.0,103.14026248369474,103.14026248369474,50
Lehigh,2020-04-16,1999.0,362613.0,,112.0,1887.0,0.0,479.0,1520.0,1408.0,-28.0,479.0,132.0967532879406,132.0967532879406,50
Lehigh,2020-04-17,2092.0,362613.0,,124.0,1968.0,0.0,584.0,1508.0,1384.0,-12.0,584.0,161.05324409218645,161.05324409218645,50
Lehigh,2020-04-18,2141.0,362613.0,,140.0,2001.0,0.0,804.0,1337.0,1197.0,-171.0,804.0,221.72398672965394,221.72398672965394,50
Lehigh,2020-04-19,2203.0,362613.0,,154.0,2049.0,0.0,877.0,1326.0,1172.0,-11.0,877.0,241.85564224117724,241.85564224117724,50
Lehigh,2020-04-20,2245.0,362613.0,,158.0,2087.0,0.0,1006.0,1239.0,1081.0,-87.0,1006.0,277.43075951496496,277.43075951496496,50
Lehigh,2020-04-21,2295.0,362613.0,,178.0,2117.0,0.0,1146.0,1149.0,971.0,-90.0,1146.0,316.0394139206261,316.0394139206261,50
Lehigh,2020-04-22,2374.0,362613.0,,212.0,2162.0,0.0,1319.0,1055.0,843.0,-94.0,1319.0,363.74867972190737,363.74867972190737,50
Lehigh,2020-04-23,2418.0,362613.0,,235.0,2183.0,0.0,1466.0,952.0,717.0,-103.0,1466.0,404.2877668478516,404.2877668478516,50
Lehigh,2020-04-24,2478.0,362613.0,,252.0,2226.0,0.0,1562.0,916.0,664.0,-36.0,1562.0,430.7622727260192,430.7622727260192,50
Lehigh,2020-04-25,2551.0,362613.0,,281.0,2270.0,0.0,1620.0,931.0,650.0,15.0,1620.0,446.7572866940788,446.7572866940788,50
Lehigh,2020-04-26,2601.0,362613.0,,292.0,2309.0,0.0,1684.0,917.0,625.0,-14.0,1684.0,464.4069572795239,464.4069572795239,50
Lehigh,2020-04-27,2636.0,362613.0,,299.0,2337.0,0.0,1747.0,889.0,590.0,-28.0,1747.0,481.78085176207145,481.78085176207145,50
Lehigh,2020-04-28,2685.0,362613.0,,315.0,2370.0,0.0,1803.0,882.0,567.0,-7.0,1803.0,497.22431352433586,497.22431352433586,50
Lehigh,2020-04-29,2719.0,362613.0,,329.0,2390.0,0.0,1922.0,797.0,468.0,-85.0,1922.0,530.0416697691478,530.0416697691478,50
Lehigh,2020-04-30,2796.0,362613.0,,347.0,2449.0,112.0,1999.0,797.0,450.0,0.0,1887.0,551.2764296922614,520.3895061677325,50
Lehigh,2020-05-01,2850.0,362613.0,,373.0,2477.0,124.0,2092.0,758.0,385.0,-39.0,1968.0,576.9236072617363,542.7273705024365,50
Lehigh,2020-05-02,2896.0,362613.0,,403.0,2493.0,140.0,2141.0,755.0,352.0,-3.0,2001.0,590.4366363037177,551.8279818980566,50
Lehigh,2020-05-03,2924.0,362613.0,,424.0,2500.0,154.0,2203.0,721.0,297.0,-34.0,2049.0,607.5347546833676,565.0652348371405,50
Lehigh,2020-05-04,2963.0,362613.0,83.0,426.0,2537.0,158.0,2245.0,718.0,292.0,-3.0,2087.0,619.117351005066,575.5447267472484,50
Luzerne,2020-04-03,484.0,317884.0,,0.0,484.0,0.0,2.0,482.0,482.0,0.0,2.0,0.6291603226334135,0.6291603226334135,50
Luzerne,2020-04-04,648.0,317884.0,,0.0,648.0,0.0,6.0,642.0,642.0,160.0,6.0,1.8874809679002402,1.8874809679002402,50
Luzerne,2020-04-05,741.0,317884.0,,0.0,741.0,0.0,7.0,734.0,734.0,92.0,7.0,2.202061129216947,2.202061129216947,50
Luzerne,2020-04-06,849.0,317884.0,,0.0,849.0,0.0,0.0,849.0,849.0,115.0,0.0,0.0,0.0,50
Luzerne,2020-04-07,982.0,317884.0,,0.0,982.0,0.0,21.0,961.0,961.0,112.0,21.0,6.606183387650842,6.606183387650842,50
Luzerne,2020-04-08,1134.0,317884.0,,0.0,1134.0,0.0,27.0,1107.0,1107.0,146.0,27.0,8.493664355551081,8.493664355551081,50
Luzerne,2020-04-09,1241.0,317884.0,,0.0,1241.0,0.0,36.0,1205.0,1205.0,98.0,36.0,11.324885807401442,11.324885807401442,50
Luzerne,2020-04-10,1325.0,317884.0,,0.0,1325.0,0.0,55.0,1270.0,1270.0,65.0,55.0,17.30190887241887,17.30190887241887,50
Luzerne,2020-04-11,1372.0,317884.0,,0.0,1372.0,0.0,65.0,1307.0,1307.0,37.0,65.0,20.447710485585937,20.447710485585937,50
Luzerne,2020-04-12,1411.0,317884.0,,0.0,1411.0,0.0,94.0,1317.0,1317.0,10.0,94.0,29.57053516377043,29.57053516377043,50
Luzerne,2020-04-13,1446.0,317884.0,,0.0,1446.0,0.0,150.0,1296.0,1296.0,-21.0,150.0,47.18702419750601,47.18702419750601,50
Luzerne,2020-04-14,1523.0,317884.0,,0.0,1523.0,0.0,212.0,1311.0,1311.0,15.0,212.0,66.69099419914183,66.69099419914183,50
Luzerne,2020-04-15,1567.0,317884.0,,0.0,1567.0,0.0,282.0,1285.0,1285.0,-26.0,282.0,88.7116054913113,88.7116054913113,50
Luzerne,2020-04-16,1611.0,317884.0,,127.0,1484.0,0.0,384.0,1227.0,1100.0,-58.0,384.0,120.79878194561537,120.79878194561537,50
Luzerne,2020-04-17,1668.0,317884.0,,138.0,1530.0,0.0,484.0,1184.0,1046.0,-43.0,484.0,152.25679807728605,152.25679807728605,50
Luzerne,2020-04-18,1712.0,317884.0,,155.0,1557.0,0.0,648.0,1064.0,909.0,-120.0,648.0,203.84794453322596,203.84794453322596,50
Luzerne,2020-04-19,1741.0,317884.0,,165.0,1576.0,0.0,741.0,1000.0,835.0,-64.0,741.0,233.10389953567966,233.10389953567966,50
Luzerne,2020-04-20,1767.0,317884.0,,171.0,1596.0,0.0,849.0,918.0,747.0,-82.0,849.0,267.078556957884,267.078556957884,50
Luzerne,2020-04-21,1800.0,317884.0,,152.0,1648.0,0.0,982.0,818.0,666.0,-100.0,982.0,308.917718413006,308.917718413006,50
Luzerne,2020-04-22,1848.0,317884.0,,164.0,1684.0,0.0,1134.0,714.0,550.0,-104.0,1134.0,356.73390293314543,356.73390293314543,50
Luzerne,2020-04-23,1880.0,317884.0,,178.0,1702.0,0.0,1241.0,639.0,461.0,-75.0,1241.0,390.393980194033,390.393980194033,50
Luzerne,2020-04-24,1921.0,317884.0,,190.0,1731.0,0.0,1325.0,596.0,406.0,-43.0,1325.0,416.81871374463645,416.81871374463645,50
Luzerne,2020-04-25,1962.0,317884.0,,203.0,1759.0,0.0,1372.0,590.0,387.0,-6.0,1372.0,431.60398132652165,431.60398132652165,50
Luzerne,2020-04-26,2008.0,317884.0,,217.0,1791.0,0.0,1411.0,597.0,380.0,7.0,1411.0,443.8726076178732,443.8726076178732,50
Luzerne,2020-04-27,2035.0,317884.0,,225.0,1810.0,0.0,1446.0,589.0,364.0,-8.0,1446.0,454.8829132639579,454.8829132639579,50
Luzerne,2020-04-28,2078.0,317884.0,,245.0,1833.0,0.0,1523.0,555.0,310.0,-34.0,1523.0,479.1055856853443,479.1055856853443,50
Luzerne,2020-04-29,2111.0,317884.0,,256.0,1855.0,0.0,1567.0,544.0,288.0,-11.0,1567.0,492.9471127832794,492.9471127832794,50
Luzerne,2020-04-30,2143.0,317884.0,,266.0,1877.0,127.0,1611.0,532.0,266.0,-12.0,1484.0,506.7886398812145,466.8369593939928,50
